question4 = "Please describe how long data is retained below"	42 clusters
CAGPT:  Required for legal compliance, tax, accounting, or auditing purposes or to prevent fraudulent activity
CAGPT:  Stored as long as necessary to comply with statutory, contractual, or similar obligations
CAGPT:  Contact and account information how long data is retained: Not specified explicitly.
CAGPT:  Customer service interaction information how long data is retained: Not specified explicitly.
CAGPT:  User-generated content how long data is retained: Not specified explicitly.
CAGPT:  Employment application information how long data is retained: Not specified explicitly.
CAGPT:  Information collected through automated means how long data is retained: Not specified explicitly.
CAGPT:  As long as necessary to fulfill the purposes collected for, as required to satisfy any legal or regulatory obligations, or as necessary to resolve disputes
CAGPT:  For the duration of the application process
CAGPT:  For as long as two (2) years or as required by applicable laws, including but not limited to: Title VII of the Civil Rights Act of 1964; the Age Discrimination in Employment Act of 1967; American Disabilities Act of 1990; for California Applicants, California Government Code Section 12946
CAGPT:  Personal Information is retained as specified in the "Personal Data Retention" section of the Privacy Policy
CAGPT:  Characteristics of protected classifications retained as long as necessary for service provision and legal, accounting, contractual, or reporting requirements.
CAGPT:  Commercial or transactions information retained as long as necessary for service provision and legal, accounting, contractual, or reporting requirements.
CAGPT:  Biometric information retained as long as necessary for service provision and legal, accounting, contractual, or reporting requirements.
CAGPT:  Sensory information retained as long as necessary for service provision and legal, accounting, contractual, or reporting requirements.
CAGPT:  Inferences drawn retained as long as necessary for service provision and legal, accounting, contractual, or reporting requirements.
CAGPT:  Other information linked to personal information retained as long as necessary for service provision and legal, accounting, contractual, or reporting requirements.
CAGPT:  Item 1 how long data is retained: As long as needed for the uses set out in the privacy notice or while there is a legitimate reason for doing so.
CAGPT:  Item 2 how long data is retained: For the active life of your account until you terminate your account, so we can complete the purchase transaction or until you otherwise request deletion of your data.
CAGPT:  Item 3 how long data is retained: In all other cases, records will be retained as appropriate to the data category and in line with any legal obligations.
CAGPT:  Identifiers are retained according to the company's data retention policy
CAGPT:  Commercial information is retained according to the company's data retention policy
CAGPT:  Internet or other similar network activity is retained according to the company's data retention policy
CAGPT:  Sensory data is retained according to the company's data retention policy
CAGPT:  User-Created Data how long data is retained not specified
CAGPT:  Sites Activity how long data is retained not specified
CAGPT:  Usage Analytics how long data is retained not specified
CAGPT:  Communication Recordings how long data is retained not specified
CAGPT:  Identifiers and professional or employment-related information how long retained: As required by law and company policy.
CAGPT:  Sensitive Personal Information how long retained: As required by law and company policy.
CAGPT:  Sensory or Surveillance Data how long retained: As required by law and company policy.
CAGPT:  Non-Public Education Information how long retained: As required by law and company policy.
CAGPT:  Background Screening Information how long retained: As required by law and company policy.
CAGPT:  Financial and Transactional Information how long data is retained
CAGPT:  Sensitive Personal Information how long data is retained
CAGPT:  Activity Information how long data is retained
CAGPT:  Call Information how long data is retained
CAGPT:  Device and Usage Information how long data is retained
CAGPT:  Information Collected by Cookies and Similar Tracking Technologies how long data is retained
CAGPT:  Audio, electronic, or similar information how long data is retained
CAGPT:  Inferences drawn from any of the information how long data is retained
CAGPT:  Name how long retained not specified
CAGPT:  Postal or email address how long retained not specified
CAGPT:  Personal Information retained no longer than reasonably necessary for business purposes.
CAGPT:  Retention based on applicable law or contractual obligations.
CAGPT:  Retention considering pendency of any actual or threatened litigation.
CAGPT:  Retention according to applicable statutes of limitations for potential legal claims.
CAGPT:  Retention based on generally accepted best practices in the industry.
CAGPT:  Internet or other similar network activity is retained as long as necessary to provide relevant and personalized services and advertisements
CAGPT:  Personal Information is retained for the period reasonably necessary to provide goods and services, such as the term of employment, and for the period reasonably necessary to support business operational purposes.
CAGPT:  Records are retained consistent with the record retention policy, including appropriate disposal at the end of applicable retention periods.
CAGPT:  Demographic information retained for as long as necessary to fulfill the purposes outlined or other permitted purposes.
CAGPT:  Audio, electronic, or visual information retained for as long as necessary to fulfill the purposes outlined or other permitted purposes.
CAGPT:  Inferences about you retained for as long as necessary to fulfill the purposes outlined or other permitted purposes.
CAGPT:  Biometric information retained for as long as necessary to fulfill the purposes outlined or other permitted purposes.
CAGPT:  Registration, subscription, or contact information is retained as long as necessary for the purposes described in the Privacy Policy, varying according to specific processing reasons.
CAGPT:  Customer service information, demographic, statistical, and interest information, financial and transactional information, user-generated content, research, survey, or sweepstakes information, contact information about others, and social media information follow the same retention guideline as 4.1.
CAGPT:  Device information and identifiers, internet network and device activity data, and geolocation information are retained based on the same principles as 4.1.
CAGPT:  Inference data follows the retention guideline as outlined in 4.1.
CAGPT:  As long as necessary for the purposes set out in privacy policy and business purposes
CAGPT:  Longer, as required or permitted by law
CAGPT:  Until no longer necessary, not specified for individual items
CAGPT:  Images or Videos are retained as required by law or as necessary to protect against security incidents.
CAGPT:  Commercial information is retained as required by law or for the duration necessary to fulfill the transactions and services requested by the consumer.
CAGPT:  \n    4.1 Not specified.\n    4.2 Not specified.\n    4.3 Not specified.\n    4.4 Not specified.\n    4.5 Not specified.
CAGPT:  Indefinitely as necessary for service provision, improvement, and protection
CAGPT:  As long as required for contract execution and fulfillment
CAGPT:  As mandated by applicable laws and regulations for record retention
CAGPT:  Personal data is retained for the time required to provide products/services, maintain corresponding transaction/business records, handle possible consumer queries or complaints, locate problems, depending on consumer agreement to a longer retention period, and compliance with legal, contractual, or other equivalent requirements.
CAGPT:  Retention period for government ID number not specified
CAGPT:  Retention period for physical description not specified
CAGPT:  Retention period for health/medical information not specified
CAGPT:  Retention period for insurance information not specified
CAGPT:  Retention period for protected class data not specified
CAGPT:  Retention period for audio, visual, olfactory information not specified
CAGPT:  Retention period for employment information not specified
CAGPT:  Retention period for education information not specified
CAGPT:  For as long as necessary to fulfill the purposes it was collected for including for the purposes of satisfying any legal, accounting, or reporting requirements
CAGPT:  Characteristics of protected classifications and demographic information are retained as long as necessary to fulfill the purposes described in the Privacy Policy.
CAGPT:  Audio, electronic, visual, or similar information is retained as long as necessary to fulfill the purposes described in the Privacy Policy.
CAGPT:  Inferences are retained as long as necessary to fulfill the purposes described in the Privacy Policy.
CAGPT:  Contact Information how long retained: Not specified.
CAGPT:  Account Registration Information how long retained: Not specified.
CAGPT:  Communications and Inquiries how long retained: Not specified.
CAGPT:  Cookies and Similar Technologies how long retained: Not specified.
CAGPT:  Device and Usage Information how long retained: Not specified.
CAGPT:  Categories described in Cal. Civ. Code Â§ 1798.80(e) how long data is retained not specified
CAGPT:  Profile information how long data is retained not specified
CAGPT:  Cookies and online data, including Online Identifiers and Internet Activity, are retained for up to 10 years.
CAGPT:  Data for processing and shipping orders, including Personal Identifiers and Commercial Information, is retained for 10 years from the last purchase.
CAGPT:  Customer support data, including Personal Identifiers, is kept for up to 10 years.
CAGPT:  Any other information you choose to provide how long retained is not specified.
CAGPT:  Cookies are retained for the duration necessary to fulfill the purposes outlined in their collection unless a longer retention period is required or permitted by law
CAGPT:  Personal information is retained as long as relevant for business purposes
CAGPT:  Email communications are retained as long as relevant for business purposes
CAGPT:  Five (5) years for records related to customer service
CAGPT:  Seven (7) years for records related to vehicle buybacks and product support
CAGPT:  Ten (10) years for records related to dealer service hotline
CAGPT:  Active period plus ten (10) years for records related to promotions, contests and incentives
CAGPT:  For as long as one of the following apply: necessary to manage operations, to manage your relationship, or to satisfy another purpose for which we collected the information
CAGPT:  Until the purpose with the latest period expires
CAGPT:  As required or permitted by applicable laws or regulations
CAGPT:  Personal information is retained for no longer than deemed necessary for the purposes it was collected
CAGPT:  Information may be archived and stored for legal or regulatory requirements, statutes of limitations, disputes, or actions
CAGPT:  Subsequently, personal information will be anonymized, deleted, or archived as permitted by applicable law
CAGPT:  Categories of personal information as per Section 1798.80(e) retained as per legal requirements.
CAGPT:  Characteristics of protected classifications retained to comply with applicable laws.
CAGPT:  Commercial information retained for service improvement purposes.
CAGPT:  Biometric information retained for the duration of providing relevant services.
CAGPT:  Internet or other electronic network activity information retained as required for analytics.
CAGPT:  Audio, electronic, visual information retained for customer service quality assurance.
CAGPT:  Professional-related information retained as necessary for legal compliance.
CAGPT:  Inferences drawn from personal information retained for personalization and marketing.
CAGPT:  California Customer Records statute information retained as required for transactional and legal compliance
CAGPT:  Audio, electronic, visual, thermal, olfactory, or similar information retained as required for security and legal purposes
CAGPT:  Education information retained as necessary for the provision of educational services
CAGPT:  Inferences drawn from collected information retained to continue offering personalized services
CAGPT:  Audio, electronic, visual, or similar information retained for at least as long as necessary to fulfill the purposes described in the Privacy Policy, including to satisfy legal or reporting requirements
CAGPT:  Inferences retained for at least as long as necessary to fulfill the purposes described in the Privacy Policy, including to satisfy legal or reporting requirements
CAGPT:  Information retained for a period to fulfill the purposes for which it was collected.
CAGPT:  Information retained as required by applicable law, court order, or governmental regulations.
CAGPT:  Information retained to respond to law enforcement requests.
CAGPT:  For the duration of time we provide goods and services to you
CAGPT:  For as long as necessary to fulfill reasonable business needs, legal obligations, and compliance requirements
CAGPT:  To protect against fraud and other security vulnerabilities
CAGPT:  Commercial information retained as long as your account is active or as required to fulfill legal obligations
CAGPT:  Biometric information retained as long as your account is active or as required to fulfill legal obligations
CAGPT:  Geolocation data retained as long as your account is active or as required to fulfill legal obligations
CAGPT:  Audio, electronic, visual, thermal, olfactory, or similar information retained as long as your account is active or as required to fulfill legal obligations
CAGPT:  Inferences drawn from any of the information identified to create a profile retained as long as your account is active or as required to fulfill legal obligations
CAGPT:  Sensitive Data Under CPRA retained as long as your account is active or as required to fulfill legal obligations
CAGPT:  Special Categories Under GDPR retained as long as your account is active or as required to fulfill legal obligations
CAGPT: \nData from question 2:
CAGPT:  Protected classification characteristics retained as necessary to fulfill the purposes for which they were collected or as required by law
CAGPT:  Identifiers how long retained: As long as account is active or as needed to provide services
CAGPT:  Characteristics of protected classifications how long retained: As long as account is active or as needed to provide services
CAGPT:  Commercial information how long retained: As long as account is active or as needed to provide services
CAGPT:  Geolocation Data how long retained: As long as account is active or as needed to provide services
CAGPT:  Professional or Employment-Related Information how long retained: As long as account is active or as needed to provide services
CAGPT:  Inferences how long retained: As long as account is active or as needed to provide services
CAGPT:  Personal information described in Cal. Civ. Code Â§1798.80(e) how long retained: As long as account is active or as needed to provide services
CAGPT:  Audio, electronic, visual, or similar information how long retained: As long as account is active or as needed to provide services
CAGPT:  Sensitive personal information how long retained: As long as account is active or as needed to provide services
CAGPT:  Identifiers retained as long as user account is open or as needed to provide services
CAGPT:  Characteristics of protected classifications retained as long as user account is open or as needed to provide services
CAGPT:  Commercial information retained as long as user account is open or as needed to provide services
CAGPT:  Professional or Employment-Related Information retained as long as user account is open or as needed to provide services
CAGPT:  Inferences retained as long as user account is open or as needed to provide services
CAGPT:  Personal information described in Cal. Civ. Code Â§1798.80(e) retained as long as user account is open or as needed to provide services
CAGPT:  Audio, electronic, visual or similar information retained as long as user account is open or as needed to provide services
CAGPT:  Sensitive personal information retained as long as user account is open or as needed to provide services
CAGPT:  Cookies and IP addresses retained for the period necessary for aggregate use
CAGPT:  Personally identifiable information retained as long as necessary for subscription, contests, services provision, and promotions
CAGPT:  Demographic information retained as long as it is relevant to business purposes
CAGPT:  Identifiers retained as per applicable laws and policies
CAGPT:  Categories listed in the California Customer Records Statute retained as per applicable laws and policies
CAGPT:  Commercial Information/Purchase Details retained as per applicable laws and policies
CAGPT:  Geolocation Data retained as per applicable laws and policies
CAGPT:  Inferences Drawn From Other Personal Information retained as per applicable laws and policies
CAGPT:  Chemical exposure warnings retained as long as necessary to comply with legal obligations
CAGPT:  User opt-out requests retained as long as the user remains opted out
CAGPT:  Job application information retained as per Marvin HR Privacy Policy
CAGPT:  Identifiers such as name, postal address, Internet Protocol address, email address how long retained not specified
CAGPT:  Personal and online identifiers; how long data is retained: Not specified in the text
CAGPT:  As necessary to fulfill the purposes for which it was collected
CAGPT:  For satisfying any legal, accounting, or reporting requirements
CAGPT:  Indefinitely for anonymized information for research or statistical purposes
CAGPT:  Information retained as needed to fulfill the purposes for which it is collected
CAGPT:  Information retained as necessary to comply with legal obligations, resolve disputes, and enforce agreements
CAGPT:  Information retention period varies depending on the nature of the information and the purposes for which it is used
CAGPT:  Information is retained to provide the service for which the user has engaged with us
CAGPT:  Information is retained as required by regulatory authority
CAGPT:  Information is retained for any legal or regulatory purpose
CAGPT:  Audio, electronic, visual, or similar information how long data retained  
CAGPT:  Identifiers retained as long as we believe necessary, to comply with legal obligations, resolve disputes, or as needed to provide Users with requested services
CAGPT:  California Customer Records personal information categories retained as specified for identifiers
CAGPT:  Internet or other similar network activity retained as specified for identifiers
CAGPT:  Professional or employment-related information retained as specified for identifiers
CAGPT:  Sensitive Personal Information retained as specified for identifiers
CAGPT:  Personal Information Categories retained as long as necessary to fulfill legal and regulatory obligations
CAGPT:  Protected Classification Characteristics retained as long as necessary to fulfill legal and regulatory obligations
CAGPT:  Personal information - retained as described in the Retention of Personal Data section of our Privacy Policy
CAGPT:  Customer account information retained for as long as the account is active and a reasonable period thereafter
CAGPT:  Contact information retained as long as you havenâ€™t requested to unsubscribe, and thereafter for the statutory limitation period
CAGPT:  Personal Information retained as necessary to comply with legal obligations, resolve disputes, and enforce agreements
CAGPT:  Identity Data is retained as necessary to fulfill the purposes outlined in the Privacy Policy
CAGPT:  Customer Records Data is retained as necessary to fulfill the purposes outlined in the Privacy Policy
CAGPT:  Commercial Data is retained as necessary to fulfill the purposes outlined in the Privacy Policy
CAGPT:  Internet Use Data is retained as necessary to fulfill the purposes outlined in the Privacy Policy
CAGPT:  As long as necessary for the purposes described in the Notice
CAGPT:  As long as one of the specific criteria for retention applies
CAGPT:  Until the purpose with the latest period expires
CAGPT:  Customer Records Data retention period not specified
CAGPT:  Data found in 2.1 is retained according to the IDGC privacy policy
CAGPT:  Data found in 2.2 is retained according to the IDGC privacy policy
CAGPT:  Data found in 2.3 is retained according to the IDGC privacy policy
CAGPT:  Different periods of time depending on the purposes for collection and use.
CAGPT:  Only as long as reasonably necessary to achieve the purposes for which collected, used, or disclosed, unless a longer retention period is required.
CAGPT:  Social Security Numbers or other tax identification numbers of investors are maintained with the Companyâ€™s Service Provider for as long as the investor holds stock in the Company and remains enrolled in the electronic delivery program.
CAGPT:  Identifiers such as email addresses of investors are deleted by the Companyâ€™s Service Provider 120 days after the email addresses remain inactive.
CAGPT:  Contact forms of investors are maintained by the Companyâ€™s Service Provider for one (1) year after submission.
CAGPT:  Inferences detailed in 2.7 are retained for as long as necessary to fulfill the purposes outlined in the Privacy Policy, unless a longer retention period is required or permitted by law.
CAGPT:  Personal identifiers are retained as long as needed for specific business purposes or as required by law, generally not longer than three years.
CAGPT:  Protected personal information categories are retained for a similar duration unless needed for legal or business reasons.
CAGPT:  Internet activity and geolocation data are retained as necessary for service delivery and security, also generally not exceeding three years.
CAGPT:  Identifiers how long data retained: Up to 6 years for unregistered digital users, up to 45 days for registered digital users, up to 10 years for digital and home delivery subscribers
CAGPT:  PI is retained for as long as necessary for the purposes collected
CAGPT:  Retention is based on the length of the ongoing relationship
CAGPT:  Retention is influenced by legal obligations
CAGPT:  Retention considers privacy rights actions
CAGPT:  Retention considers advisability in light of legal positions
CAGPT:  Personal Information is retained as set forth in the Privacy Policy
CAGPT:  Sensitive Personal Information is retained as set forth in the Privacy Policy
CAGPT:  Protected Personal Characteristics are retained as set forth in the Privacy Policy
CAGPT:  Profession and Employment Related Information is retained as set forth in the Privacy Policy
CAGPT:  Education Information is retained as set forth in the Privacy Policy
CAGPT:  Internet and Other Electronic Identifiers are retained as set forth in the Privacy Policy
CAGPT:  Inference Information is retained as set forth in the Privacy Policy
CAGPT:  Biometric Information is retained as set forth in the Privacy Policy
CAGPT:  Geolocation Data is retained as set forth in the Privacy Policy
CAGPT:  Sensory Information is retained as set forth in the Privacy Policy
CAGPT:  Identifiers retained as per the terms of the PGA Privacy Policy
CAGPT:  Internet or other electronic network activity information retained as per the terms of the PGA Privacy Policy
CAGPT:  Geolocation data retained as per the terms of the PGA Privacy Policy
CAGPT:  Audio, electronic, visual, thermal, olfactory, or similar information retained as per the terms of the PGA Privacy Policy
CAGPT:  Inferences retained as per the terms of the PGA Privacy Policy
CAGPT:  Sensitive Personal Information retained as per the terms of the PGA Privacy Policy
CAGPT:  Identifiers retained duration of the relationship or as required by law
CAGPT:  Protected Classification Characteristics retained duration of the relationship or as required by law
CAGPT:  Internet or Other Similar Network Activity retained 26 months
CAGPT:  Geolocation Data retained 26 months
CAGPT:  Sensory Data retained duration of the relationship or as required by law
CAGPT:  Inferences Drawn of the Consumer retained 26 months
CAGPT:  Personal and online identifiers how long data found in question2 is retained
CAGPT:  Inferences drawn from the above information about your predicted characteristics and preferences how long data found in question2 is retained
CAGPT:  Customer Records Information how long retained not specified 
CAGPT:  Protected Class Information how long retained not specified 
CAGPT:  Transaction Information how long retained not specified 
CAGPT:  Online Use Information how long retained not specified 
CAGPT:  Audio/Video Data how long retained not specified 
CAGPT:  Employment Information how long retained not specified 
CAGPT:  Personal information is retained as required to do business, for security reasons, and to meet legal obligations. 
CAGPT:  \nThe text does not specify how long data is retained.
CAGPT:  Varies depending on the purpose for collection, nature and frequency of interactions, legal basis, industry practices, value and sensitivity of the information, and state and federal recordkeeping requirements
CAGPT:  Online Identifiers and Internet Activity retained up to 5 years
CAGPT:  Personal Identifiers, Commercial Information, and Financial Information related to purchases retained for 15 years or kept in anonymized form beyond this period
CAGPT:  Data related to customer support inquiries retained up to 15 years or kept in anonymized form beyond this period
CAGPT:  Promotional and marketing communication data retained until you opt out or request deletion
CAGPT:  Data from product reviews, surveys, or feedback retained for up to 15 years or kept in anonymized form beyond this period
CAGPT:  Data in connection with privacy requests retained for a minimum of 24 months
CAGPT:  Security-related data retained as long as necessary for legal obligations
CAGPT:  Cookies and online data: up to 5 years
CAGPT:  Data for processing and shipping orders: as long as necessary or up to 5 years; may be kept longer in anonymized form
CAGPT:  Customer support data: up to 2 years; may be kept longer in anonymized form
CAGPT:  Marketing communications data: until the user opts out or requests deletion; may be kept longer in anonymized form with a record of opt-outs
CAGPT:  Product review, survey, or feedback data: up to 5 years; may be kept longer in anonymized form
CAGPT:  Privacy request data: minimum of 24 months
CAGPT:  Security-related data: as long as necessary to comply with legal obligations
CAGPT:  Device Information and Online Activity retained for as long as necessary to carry out the purposes set forth in the Privacy Notice, no longer than required or permitted under applicable law or internal policy.
CAGPT:  Communications retained for as long as necessary to carry out the purposes set forth in the Privacy Notice, no longer than required or permitted under applicable law or internal policy.
CAGPT:  Demographic Information retained for as long as necessary to carry out the purposes set forth in the Privacy Notice, no longer than required or permitted under applicable law or internal policy.
CAGPT:  Commercial information is retained for as long as reasonably necessary
CAGPT:  Sensory data is retained for as long as reasonably necessary
CAGPT:  Consumer data retained for as long as is mandated by our industry requirements, at least seven (7) years after the termination of a subscriber agreement.
CAGPT:  Employee personal and sensitive personal information retained for the duration of the employment relationship and longer as may be required by applicable laws or necessary for our legitimate business purposes.
CAGPT:  Job applicant personal and sensitive personal information retained indefinitely.
CAGPT:  Indefinite or as required by law for Identifiers
CAGPT:  Indefinite or as required by law for California Customer Records personal information
CAGPT:  Indefinite or as required by law for Protected classification characteristics
CAGPT:  Indefinite or as required by law for Commercial information
CAGPT:  Indefinite or as required by law for Internet or other similar network activity
CAGPT:  Indefinite or as required by law for Geolocation data
CAGPT:  Indefinite or as required by law for Sensory data
CAGPT:  Indefinite or as required by law for Professional or Employment-related information
CAGPT:  Indefinite or as required by law for Education information
CAGPT:  Indefinite or as required by law for Inferences drawn from other personal information
CAGPT:  Personal data retained for as long as needed in accordance with applicable laws and regulations.
CAGPT:  Payment information retained as per the specific requirements of payment service providers and regulations.
CAGPT:  Information about website use retained based on cookie settings and applicable regulations.
CAGPT:  Information may be kept unless a longer retention period is required or permitted by law
CAGPT:  Cached or archived copies of user information may be retained even after deletion requests
CAGPT:  "Sensitive Personal Information" retained for a specified period based on contractual/legal requirements
CAGPT:  "Identifiers" retained for a specified period based on contractual/legal requirements
CAGPT:  "Other Personal Information" retained for a specified period based on contractual/legal requirements
CAGPT:  "Protected Characteristics" retained for a specified period based on contractual/legal requirements
CAGPT:  "Commercial Information" retained for a specified period based on contractual/legal requirements
CAGPT:  "Internet or Network Activity" retained for a specified period based on contractual/legal requirements
CAGPT:  "Biometric Information" retained for a specified period based on contractual/legal requirements
CAGPT:  "Geolocation" retained for a specified period based on contractual/legal requirements
CAGPT:  "Sensory Data" retained for a specified period based on contractual/legal requirements
CAGPT:  "Inferences" retained for a specified period based on contractual/legal requirements
CAGPT:  Contact and Financial Information how long data is retained
CAGPT:  Characteristics of Protected Classifications how long data is retained
CAGPT:  Identifiers are retained only as long as necessary to provide the Spotify Service and for legitimate business purposes.
CAGPT:  Commercial information is retained only as long necessary for providing the Spotify Service and legitimate business needs.
CAGPT:  Geolocation data is retained as required for providing Spotify Service and essential business operations.
CAGPT:  Online Activity retained as long as needed for Business Purposes
CAGPT:  Inferences retained as long as needed for Business Purposes
CAGPT:  Categories of information collected are retained as long as necessary to fulfill the stated business purpose
CAGPT:  Specific pieces of personal information collected are retained according to legal requirements and business needs
CAGPT:  Personal information for identity verification is retained as long as necessary to verify identity and manage the request
CAGPT:  Identifiers, including unique and online identifiers are retained as long as necessary to carry out the processing activities described
CAGPT:  Internet and other electronic activity information is retained as long as necessary to carry out the processing activities described
CAGPT:  Inferences drawn from your activity are retained as long as necessary to carry out the processing activities described
CAGPT:  Other categories of personal information described in California is retained as long as necessary to carry out the processing activities described
CAGPT:  Sensitive California Personal Information is retained as long as necessary to carry out the processing activities described
CAGPT:  Identifiers retained as per CCPA guidelines
CAGPT:  Commercial Information retained as per CCPA guidelines
CAGPT:  Internet or Other Electronic Network Activity Information retained as per CCPA guidelines
CAGPT:  Inferences Drawn from Personal Information retained as per CCPA guidelines
CAGPT:  Sensitive Personal Information (Log-In and Financial Information) retained as per CCPA guidelines
CAGPT:  Personal Records retained for the duration necessary for service provision and legal compliance.
CAGPT:  Characterizations of protected classes retained for the duration necessary for service provision and legal compliance.
CAGPT:  Commercial Information retained for the duration necessary for service provision and legal compliance.
CAGPT:  Audio, electronic, visual, thermal, olfactory, or similar information retained for the duration necessary for service provision and legal compliance.
CAGPT:  Education information retained for the duration necessary for service provision and legal compliance.
CAGPT:  Inferences used to create a profile retained for the duration necessary for service provision and legal compliance.
CAGPT:  Sensitive personal information retained for the duration necessary for service provision and legal compliance.
CAGPT:  Personal Records how long data is retained not specified
CAGPT:  Personal Characteristics or Traits how long data is retained not specified
CAGPT:  Internet Usage Information how long data is retained not specified
CAGPT:  Inferences from PI Collected how long data is retained not specified
CAGPT:  Indefinite retention or as long as necessary to fulfill the purposes outlined.
CAGPT:  Internet or Other Similar Network Activity retained for 26 months
CAGPT:  Geolocation Data retained for 26 months
CAGPT:  Inferences Drawn of the Consumer retained for 26 months
CAGPT:  Name, User ID (alias), email address, Phone Number, IP address, device ID, advertiser ID, device type, settings, and operating system retained as necessary to provide services and comply with legal obligations
CAGPT:  Telephony log information retained as necessary for providing services, improving services, and legal compliance
CAGPT:  Messages and contact information retained to provide services, detect or resolve issues, and for internal archival and improvement purposes
CAGPT:  Identifiers how long data found in question2 is retained: As long as necessary to achieve purposes of collection and use, generally as long as there is a relationship with the user, plus a period of time afterward to comply with legal obligations or for ongoing business needs.
CAGPT:  Personal Information listed in Cal. Civ Code 1798.80(e) how long data found in question2 is retained: Same as 4.1.
CAGPT:  Unique identifiers retained as per company's data retention policy
CAGPT:  Financial information retained as per company's data retention policy
CAGPT:  Purchase history retained as per company's data retention policy
CAGPT:  Internet activity retained as per company's data retention policy
CAGPT:  Geolocation data retained as per company's data retention policy
CAGPT:  Internet or other electronic network activity information is retained as per the company's data retention policy necessary for operating and improving services.
CAGPT:  Commercial information is retained as specified by legal compliance obligations and company policies for service provision and internal business purposes.
CAGPT:  Online identifiers retained as required by law for anti-money laundering purposes or for fraud prevention
CAGPT:  Browsing activity retained as required by law for anti-money laundering purposes or for fraud prevention
CAGPT:  Information submitted through forms retained as required by law for anti-money laundering purposes or for fraud prevention
CAGPT:  Demographic and statistical information how long data retained: Not specified
CAGPT:  Application information and communications with others how long data retained: Not specified
CAGPT:  Survey, research, feedback, or sweepstakes information how long data retained: Not specified
CAGPT:  Social media information how long data retained: Not specified
CAGPT:  Internet network and device activity data how long data retained: Not specified
CAGPT:  Audio or visual information how long data retained: Not specified
CAGPT:  Information about others how long data retained: Not specified
CAGPT:  Events and programs information how long data retained: Not specified
CAGPT:  Any other information provided how long data retained: Not specified
CAGPT:  The retention period for Personal Data disclosed to third parties for direct marketing purposes varies as it is dependent on the user's request to obtain such information once a year.
CAGPT:  Content or information posted by users under the age of 18 is retained until a request for removal is made and processed, subject to legal requirements that may not allow removal.
CAGPT:  Online identifiers retained for a few days
CAGPT:  Other information retained for no more than 24 months
CAGPT:  Online identifiers, IP address, unique identifiers retained until no longer necessary, but usually a few days
CAGPT:  Real name, email address, account name retained for up to 24 months or as necessary
CAGPT:  Approximate location retained until no longer necessary, specifics not provided
CAGPT:  Additional Data Subject to Cal. Civ. Code Â§ 1798.80 retention period not specified
CAGPT:  Protected Classifications retention period not specified
CAGPT:  Online Activity retention period not specified
CAGPT:  Employment Information retention period not specified
CAGPT:  Financial data such as credit card information is retained as long as necessary to process transactions and comply with legal obligations
CAGPT:  Personal information is retained for as long as necessary for the uses it was collected for, with a deletion after 2 years of inactivity.
CAGPT:  Commercial information like records of transactions are stored to fulfill those transactions and for legal, accounting, and marketing purposes.
CAGPT:  Internet or other similar network activity data is likely retained for analytical purposes, including improving site performance.
CAGPT:  Device Information and Online Activity retained as long as necessary to carry out purposes set forth in Privacy Notice or as required or permitted under applicable law
CAGPT:  Indeterminate; retention periods determined through analysis involving legal requirements, auditing needs, consumer care considerations, and record accuracy.
CAGPT:  Personal information categories under Cal. Civ. Code Â§ 1798.80(e) retained as required for compliance with legal obligations
CAGPT:  Commercial information retained for a shorter period for internal analysis
CAGPT:  Internet or similar network activity data retained for a shorter period unless needed for security or functionality improvements
CAGPT:  Cookies and online data (including Online Identifiers, Internet Activity): Stored in an anonymized manner related to website use
CAGPT:  Data for order processing (including Name, Email address, Postal address, Telephone number, Purchases, Credit or debit card number): As long as required to fulfill the contract
CAGPT:  Customer support data (including Name, Email address): Kept to respond to questions or complaints
CAGPT:  Promotional and marketing communications data (including Name, Email address, Online Identifiers, Purchases): Until the user opts out or requests deletion, with records of opt-outs kept to prevent future communications
CAGPT:  Review, survey, feedback data (including Name, Email address, Purchases): Retained to improve products and services
CAGPT:  Privacy request data (including Name, Email address, Purchases, Photos, Video recordings): As long as necessary to comply with legal obligations
CAGPT:  As long as necessary to fulfill the purposes for which it was collected and processed, including satisfying any legal, regulatory, accounting, or reporting requirements and our legitimate interests in maintaining such personal data in our records
CAGPT:  As reasonably necessary and proportionate to accomplish the purposes identified in this Notice
CAGPT:  To the extent necessary to comply with our legal obligations
CAGPT:  To the extent necessary to resolve disputes and enforce our legal agreements and policies
CAGPT:  Identifiers, Profile Data, and Login Information retention details available in the â€œData Retentionâ€ section of the Privacy Policy.
CAGPT:  Payment and Order Data retention details available in the â€œData Retentionâ€ section of the Privacy Policy.
CAGPT:  Commercial Data retention details available in the â€œData Retentionâ€ section of the Privacy Policy.
CAGPT:  Identifiers, Profile Data, and Login Information how long data retained: Not specified.
CAGPT:  Payment and Order Data how long data retained: Not specified.
CAGPT:  Internet network and device information how long data retained: Not specified.
CAGPT:  Surveys, sweepstakes, and event information how long data retained: Not specified.
CAGPT:  Customer service interaction information how long data retained: Not specified.
CAGPT:  Other Identifying Information that You Voluntarily Choose to Provide how long data retained: Not specified.
CAGPT:  Identifiers retained as long as your user account is active or as needed to provide services; or within 30 days of a deletion request unless otherwise required by law
CAGPT:  Personal information categories retained same as Identifiers
CAGPT:  Commercial information retained same as Identifiers
CAGPT:  Internet or other electronic network activity information retained same as Identifiers
CAGPT:  Geolocation data retained same as Identifiers
